id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
249,広島,8.0,森﨑　和幸,117.0,MF,1981-05-09,177.0,75.0,3500,19.0,1.0,,427.0,19.0,74.0,3.0,,,,,広島,広島,広島,1,1,1,33,24,10,1,0,0,2940,1921,410
250,広島,9.0,工藤　壮人,603.0,FW,1990-05-06,177.0,72.0,4000,2.0,,,180.0,59.0,27.0,10.0,,,4.0,2.0,柏,MLS,広島,1,9,1,34,17,18,10,2,3,2871,-,1016
251,広島,10.0,フェリペ　シウバ,43.0,MF,1990-05-28,171.0,76.0,4500,2.0,,brazil,23.0,2.0,,,,,,,BRA・BRA,BRA・BRA,広島,9,9,1,7,28,23,1,4,2,-,-,1128
252,広島,14.0,森島　司,2.0,MF,1997-04-25,175.0,66.0,800,3.0,,,14.0,0.0,,,,,,,-,広島,広島,-,1,1,-,0,14,-,0,0,-,0,644
253,広島,15.0,稲垣　祥,2726.0,MF,1991-12-25,175.0,70.0,1500,2.0,,,95.0,8.0,,,,,,,甲府,甲府,広島,1,1,1,29,33,14,1,5,2,2072,2846,895
255,広島,18.0,柏　好文,2719.0,MF,1987-07-28,168.0,62.0,3500,5.0,,,185.0,14.0,57.0,5.0,,,,,広島,広島,広島,1,1,1,30,34,29,4,1,2,2618,2860,2428
256,広島,19.0,佐々木　翔,3045.0,DF,1989-10-02,176.0,70.0,1700,4.0,,,93.0,6.0,35.0,2.0,,,,,広島,広島,広島,1,1,1,22,4,0,0,0,0,682,360,0
257,広島,20.0,渡　大生,741.0,FW,1993-06-25,176.0,70.0,2200,1.0,,,,,213.0,59.0,,,,,北九州,徳島,徳島,2,2,2,35,41,42,7,12,23,1122,2021,3538
258,広島,21.0,廣永　遼太郎,0.0,GK,1990-01-09,186.0,80.0,600,4.0,,,1.0,0.0,16.0,0.0,,,,,広島,広島,広島,1,1,1,0,0,1,0,0,0,0,0,90
259,広島,23.0,吉野　恭平,431.0,DF,1994-11-08,182.0,75.0,1400,4.0,,,2.0,0.0,70.0,2.0,5.0,0.0,,,広島,広島・京都,京都,1,2,2,0,15,34,0,0,1,0,1240,2953
261,広島,27.0,馬渡　和彰,208.0,DF,1991-06-23,175.0,72.0,1200,1.0,,,,,54.0,5.0,52.0,7.0,,,鳥取,金沢,徳島,3,2,2,31,15,39,2,1,4,2355,1050,3434
262,広島,28.0,丹羽　大輝,35.0,DF,1986-01-16,181.0,74.0,4000,2.0,,,149.0,2.0,149.0,6.0,,,2.0,0.0,G大阪,G大阪,G大阪・広島,1,1,1,34,28,18,0,0,0,3060,2462,1184
264,広島,30.0,柴﨑　晃誠,2213.0,MF,1984-08-28,176.0,65.0,3800,5.0,,,173.0,21.0,139.0,16.0,,,,,広島,広島,広島,1,1,1,27,34,30,6,8,4,1927,3052,2305
265,広島,31.0,ティーラシン,1578.0,FW,1988-06-06,181.0,76.0,3000,1.0,,thailand,,,,,,,91.0,42.0,THA,THA,THA,9,9,9,31,29,31,11,11,14,-,-,-
266,広島,32.0,松本　泰志,81.0,MF,1998-08-22,180.0,70.0,420,2.0,,,0.0,0.0,,,,,,,-,-,広島,-,-,1,-,-,0,-,-,0,-,-,0
267,広島,33.0,和田　拓也,2946.0,DF,1990-07-28,170.0,63.0,2000,1.0,,,79.0,0.0,108.0,2.0,,,,,大宮,大宮,大宮,2,1,1,34,21,25,2,0,0,2914,1808,2217
268,広島,34.0,中林　洋次,0.0,GK,1986-04-28,182.0,73.0,1700,6.0,,,42.0,0.0,207.0,0.0,,,,,岡山,岡山,広島,2,2,1,42,42,14,0,0,0,3780,3780,1260
269,広島,36.0,川辺　駿,1347.0,MF,1995-09-08,178.0,70.0,1500,3.0,1.0,,62.0,6.0,33.0,3.0,1.0,0.0,,,磐田,磐田,磐田,2,1,1,33,26,32,3,2,4,1974,1808,2716
272,広島,39.0,パトリック,2809.0,FW,1987-10-26,189.0,82.0,5000,2.0,,brazil,111.0,34.0,,,3.0,1.0,,,G大阪,G大阪,G大阪・広島,1,1,1,32,20,16,12,2,4,2428,1023,1182
277,札幌,1.0,菅野　孝憲,0.0,GK,1984-05-03,179.0,75.0,3300,1.0,,,235.0,0.0,259.0,1.0,,,,,柏,京都,京都,1,2,2,30,40,32,0,0,0,2641,3600,2880
278,札幌,2.0,横山　知伸,0.0,DF,1985-03-18,184.0,75.0,2300,2.0,,,162.0,7.0,41.0,3.0,,,,,大宮,大宮,札幌,2,1,1,41,19,26,3,1,2,3460,899,2257
279,札幌,3.0,田中　雄大,0.0,DF,1988-08-08,169.0,68.0,800,2.0,,,24.0,0.0,110.0,6.0,,,,,水戸,神戸,札幌,2,1,1,42,9,6,1,0,0,3762,402,511
282,札幌,5.0,福森　晃斗,2790.0,DF,1992-12-16,183.0,75.0,1700,4.0,,,49.0,4.0,78.0,7.0,,,,,札幌,札幌,札幌,2,2,1,39,39,33,4,3,3,3487,3483,2929
283,札幌,6.0,兵藤　慎剛,580.0,MF,1985-07-29,172.0,68.0,3000,2.0,,,300.0,34.0,,,,,,,横浜FM,横浜FM,札幌,1,1,1,28,18,32,1,2,2,1338,802,2674
284,札幌,7.0,ジュリーニョ,36.0,MF,1986-08-05,184.0,78.0,3300,3.0,,brazil,10.0,2.0,34.0,12.0,,,,,BRA・BRA,札幌,札幌,9,2,1,6,34,10,1,12,2,-,2336,600
285,札幌,8.0,深井　一希,2091.0,MF,1995-03-11,179.0,80.0,950,6.0,1.0,,5.0,0.0,62.0,0.0,,,,,札幌,札幌,札幌,2,2,1,15,25,5,0,0,0,709,2019,342
286,札幌,9.0,都倉　賢,1885.0,FW,1986-06-16,187.0,80.0,3100,5.0,,,94.0,21.0,191.0,74.0,,,,,札幌,札幌,札幌,2,2,1,34,40,30,13,19,9,2824,3537,2432
287,札幌,10.0,宮澤　裕樹,2398.0,MF,1989-06-28,182.0,72.0,2200,11.0,,,59.0,3.0,249.0,20.0,,,,,札幌,札幌,札幌,2,2,1,39,31,30,5,1,2,3457,2679,2596
288,札幌,11.0,ヘイス,74.0,FW,1989-06-06,183.0,83.0,3000,3.0,,brazil,12.0,6.0,24.0,7.0,,,,,TUR,札幌,札幌,9,2,1,0,24,12,0,7,6,-,1287,993
289,札幌,13.0,内村　圭宏,19.0,FW,1984-08-24,174.0,67.0,2100,9.0,,,72.0,4.0,314.0,85.0,,,,,札幌,札幌,札幌,2,2,1,35,42,15,7,11,0,2093,2287,241
290,札幌,14.0,駒井　善成,2551.0,MF,1992-06-06,168.0,64.0,2400,1.0,,,47.0,0.0,171.0,15.0,,,,,京都,浦和,浦和,2,1,1,35,23,24,3,0,0,3129,1144,1163
291,札幌,15.0,菊地　直哉,0.0,DF,1984-11-24,181.0,74.0,2200,3.0,,,236.0,7.0,52.0,0.0,,,1.0,0.0,鳥栖,鳥栖・札幌,札幌,1,2,1,31,21,16,0,0,0,2760,1635,1327
292,札幌,17.0,稲本　潤一,9.0,MF,1979-09-18,181.0,77.0,3000,4.0,,,223.0,19.0,39.0,1.0,,,82.0,5.0,札幌,札幌,札幌,2,2,1,31,8,6,0,1,0,2099,283,113
294,札幌,19.0,白井　康介,321.0,MF,1994-05-01,165.0,63.0,1000,1.0,,,0.0,0.0,91.0,8.0,0.0,0.0,,,湘南・愛媛,愛媛,愛媛,2,2,2,9,40,41,1,3,4,250,1861,3509
295,札幌,20.0,キム　ミンテ,2068.0,DF,1993-11-26,187.0,78.0,1100,2.0,,korea,35.0,4.0,,,,,,,仙台,仙台,札幌,1,1,1,16,3,16,4,0,0,1273,193,1275
297,札幌,25.0,ク　ソンユン,3060.0,GK,1994-06-27,195.0,82.0,2500,4.0,,korea,33.0,0.0,66.0,0.0,,,0.0,0.0,札幌,札幌,札幌,2,2,1,33,33,33,0,0,0,2970,2919,2907
298,札幌,26.0,早坂　良太,1045.0,MF,1985-09-19,183.0,73.0,2000,2.0,,,150.0,7.0,73.0,14.0,,,,,鳥栖,鳥栖,札幌,1,1,1,23,28,24,0,0,1,1032,1393,1806
299,札幌,27.0,荒野　拓馬,1381.0,MF,1993-04-20,180.0,72.0,1200,7.0,1.0,,30.0,0.0,107.0,11.0,,,,,札幌,札幌,札幌,2,2,1,31,18,27,2,2,0,2016,1480,2035
300,札幌,31.0,宮吉　拓実,334.0,FW,1992-08-07,173.0,68.0,1600,1.0,,,39.0,7.0,137.0,28.0,,,,,京都,広島,広島,2,1,1,33,13,8,4,4,0,2115,513,95
301,札幌,32.0,石川　直樹,892.0,DF,1985-09-13,180.0,74.0,2300,2.0,,,235.0,10.0,66.0,3.0,,,,,仙台,仙台,仙台・札幌,1,1,1,28,29,22,1,1,0,2520,2508,1650
302,札幌,35.0,進藤　亮佑,3060.0,DF,1996-06-07,183.0,74.0,600,4.0,1.0,,8.0,0.0,23.0,0.0,14.0,2.0,,,札幌,札幌,札幌,2,2,1,0,23,8,0,0,0,0,1930,381
304,札幌,38.0,菅　大輝,2604.0,FW,1998-09-10,171.0,69.0,600,2.0,1.0,,23.0,1.0,5.0,0.0,,,,,-,札幌,札幌,-,2,1,-,5,23,-,0,1,-,164,1547
306,札幌,41.0,三好　康児,1776.0,MF,1997-03-26,167.0,64.0,900,1.0,,,31.0,5.0,,,8.0,1.0,,,川崎F,川崎F,川崎F,1,1,1,3,15,13,0,4,1,32,468,455
309,札幌,44.0,小野　伸二,104.0,MF,1979-09-27,175.0,74.0,3600,5.0,,,194.0,29.0,63.0,9.0,,,56.0,6.0,札幌,札幌,札幌,2,2,1,17,15,16,2,0,0,1007,274,219
312,札幌,48.0,ジェイ,1888.0,FW,1982-05-07,190.0,89.0,6000,2.0,,england,36.0,24.0,32.0,20.0,,,1.0,0.0,磐田,磐田,札幌,2,1,1,31,22,14,20,14,10,2542,1765,966
313,鹿島,1.0,クォン　スンテ,2430.0,GK,1984-09-11,184.0,85.0,5200,2.0,,korea,12.0,0.0,,,,,6.0,0.0,KOR,KOR,鹿島,9,9,1,36,35,12,0,0,0,-,-,1039
314,鹿島,2.0,内田　篤人,602.0,DF,1988-03-27,176.0,67.0,6500,6.0,,,124.0,3.0,,,,,74.0,2.0,GER,GER,GER・GER,9,9,9,0,0,2,0,0,0,-,-,-
315,鹿島,3.0,昌子　源,1378.0,DF,1992-12-11,182.0,76.0,4200,8.0,,,141.0,7.0,,,,,10.0,1.0,鹿島,鹿島,鹿島,1,1,1,29,31,34,3,1,1,2610,2779,3060
316,鹿島,4.0,レオ　シルバ,1553.0,MF,1985-12-24,181.0,76.0,6000,2.0,,brazil,149.0,17.0,,,,,,,新潟,新潟,鹿島,1,1,1,25,32,27,4,5,1,2224,2879,2110
317,鹿島,5.0,植田　直通,1260.0,DF,1994-10-24,186.0,79.0,2000,6.0,,,82.0,4.0,,,4.0,0.0,2.0,0.0,鹿島,鹿島,鹿島,1,1,1,12,21,29,1,0,3,839,1793,2610
319,鹿島,6.0,永木　亮太,1908.0,MF,1988-06-04,173.0,72.0,3600,3.0,,,125.0,8.0,108.0,12.0,,,1.0,0.0,湘南,鹿島,鹿島,1,1,1,32,29,20,3,0,1,2854,1438,967
320,鹿島,7.0,ペドロ　ジュニオール,226.0,FW,1987-01-29,182.0,75.0,8000,2.0,,brazil,140.0,47.0,2.0,0.0,,,,,神戸,神戸,鹿島,1,1,1,13,29,21,1,11,7,781,2398,1310
321,鹿島,8.0,土居　聖真,2052.0,MF,1992-05-21,172.0,63.0,3000,8.0,1.0,,146.0,27.0,,,,,2.0,0.0,鹿島,鹿島,鹿島,1,1,1,28,30,33,6,8,3,2015,2130,2380
322,鹿島,9.0,鈴木　優磨,2376.0,FW,1996-04-26,182.0,75.0,2200,4.0,1.0,,64.0,16.0,,,9.0,3.0,,,鹿島,鹿島,鹿島,1,1,1,7,31,26,2,8,6,108,1188,866
323,鹿島,10.0,金崎　夢生,1273.0,FW,1989-02-16,180.0,70.0,6000,4.0,,,238.0,47.0,,,,,11.0,2.0,鹿島・POR,鹿島,鹿島,1,1,1,27,30,30,9,10,12,2157,2647,2368
330,鹿島,11.0,レアンドロ,187.0,MF,1993-05-12,177.0,78.0,7000,2.0,,brazil,23.0,11.0,,,,,1.0,1.0,BRA・BRA・BRA,BRA,鹿島,9,9,1,16,25,23,1,5,11,-,-,1837
331,鹿島,13.0,中村　充孝,784.0,MF,1990-09-13,174.0,67.0,2700,6.0,,,105.0,12.0,66.0,17.0,,,,,鹿島,鹿島,鹿島,1,1,1,17,17,20,2,3,1,780,856,1312
332,鹿島,14.0,金森　健志,462.0,FW,1994-04-04,171.0,74.0,1300,2.0,,,38.0,4.0,99.0,21.0,,,,,福岡,福岡,鹿島,2,1,1,32,33,5,6,4,0,2131,2320,209
333,鹿島,15.0,三竿　雄斗,80.0,DF,1991-04-16,175.0,70.0,2200,2.0,,,67.0,3.0,40.0,1.0,,,,,湘南,湘南,鹿島,1,1,1,33,32,2,1,2,0,2859,2880,124
334,鹿島,16.0,山本　脩斗,1224.0,DF,1985-06-01,180.0,69.0,4000,5.0,,,211.0,12.0,,,,,1.0,0.0,鹿島,鹿島,鹿島,1,1,1,28,31,32,3,3,2,2445,2782,2666
338,鹿島,19.0,山口　一真,233.0,FW,1996-01-17,175.0,70.0,480,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
339,鹿島,20.0,三竿　健斗,2100.0,MF,1996-04-16,181.0,73.0,1400,3.0,,,30.0,1.0,39.0,0.0,,,1.0,0.0,東京V,鹿島,鹿島,2,1,1,39,4,26,0,0,1,3186,30,1994
340,鹿島,21.0,曽ヶ端　準,630.0,GK,1979-08-02,187.0,80.0,6500,21.0,1.0,,521.0,0.0,,,,,4.0,0.0,鹿島,鹿島,鹿島,1,1,1,24,34,23,0,0,0,2160,3060,2021
341,鹿島,22.0,西　大伍,1581.0,DF,1987-08-28,178.0,74.0,4000,8.0,,,254.0,11.0,46.0,8.0,,,1.0,0.0,鹿島,鹿島,鹿島,1,1,1,30,26,30,0,0,1,2699,2302,2468
342,鹿島,23.0,小田　逸稀,462.0,DF,1998-07-16,173.0,68.0,400,2.0,,,0.0,0.0,,,,,,,-,-,鹿島,-,-,1,-,-,0,-,-,0,-,-,0
343,鹿島,24.0,伊東　幸敏,623.0,DF,1993-09-03,176.0,68.0,1400,7.0,,,63.0,0.0,,,4.0,0.0,,,鹿島,鹿島,鹿島,1,1,1,8,13,24,0,0,0,554,889,1036
344,鹿島,25.0,遠藤　康,1442.0,MF,1988-04-07,168.0,69.0,4000,12.0,,,222.0,39.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,32,25,22,6,3,2,2318,1861,1502
346,鹿島,28.0,町田　浩樹,679.0,DF,1997-08-25,190.0,80.0,480,3.0,1.0,,2.0,0.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,0,0,2,0,0,0,0,0,126
347,鹿島,29.0,川俣　慎一郎,0.0,GK,1989-07-23,188.0,86.0,700,10.0,1.0,,0.0,0.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,0,0,0,0,0,0,0,0,0
348,鹿島,30.0,安部　裕葵,1146.0,FW,1999-01-28,171.0,65.0,800,2.0,,,13.0,1.0,,,,,,,-,-,鹿島,-,-,1,-,-,13,-,-,1,-,-,272
350,鹿島,32.0,安西　幸輝,2045.0,DF,1995-05-31,172.0,64.0,1800,1.0,,,,,150.0,6.0,,,,,東京V,東京V,東京V,2,2,2,35,34,40,1,0,3,2867,2702,3165
353,鹿島,39.0,犬飼　智也,1935.0,DF,1993-05-12,182.0,77.0,1800,1.0,,,37.0,0.0,89.0,10.0,,,,,清水,清水,清水,1,1,1,20,26,16,0,1,0,1647,2339,1421
354,鹿島,40.0,小笠原　満男,977.0,MF,1979-04-05,173.0,72.0,7500,21.0,,,511.0,69.0,,,,,55.0,7.0,鹿島,鹿島,鹿島,1,1,1,29,30,17,1,0,0,2399,2300,1327
355,湘南,1.0,秋元　陽太,3060.0,GK,1987-07-11,182.0,85.0,3000,4.0,,,73.0,0.0,167.0,0.0,,,,,湘南,FC東京,湘南,1,1,2,34,34,42,0,0,0,3015,3060,3780
356,湘南,2.0,菊地　俊介,2047.0,MF,1991-10-04,180.0,75.0,1200,5.0,,,37.0,1.0,53.0,11.0,,,,,湘南,湘南,湘南,1,1,2,30,7,23,1,0,8,2623,416,1995
357,湘南,3.0,岡﨑　亮平,0.0,DF,1992-04-25,185.0,78.0,500,4.0,1.0,,1.0,0.0,5.0,0.0,,,,,湘南・熊本,湘南,湘南,2,1,2,1,1,4,0,0,0,90,2,171
358,湘南,4.0,アンドレ　バイア,1049.0,DF,1983-11-24,182.0,85.0,7000,4.0,,brazil,61.0,2.0,39.0,4.0,,,,,湘南,湘南,湘南,1,1,2,30,31,39,0,2,4,2620,2790,3509
359,湘南,5.0,小林　祐介,13.0,MF,1994-10-23,172.0,65.0,1100,1.0,,,60.0,1.0,,,4.0,0.0,,,柏,柏,柏,1,1,1,14,22,14,0,0,1,811,1506,827
360,湘南,6.0,石川　俊輝,2280.0,MF,1991-07-10,174.0,68.0,1200,5.0,,,46.0,0.0,46.0,2.0,,,,,湘南,湘南,湘南,1,1,2,15,31,36,0,0,2,971,2419,2969
361,湘南,7.0,梅崎　司,1493.0,MF,1987-02-23,169.0,67.0,3000,1.0,,,247.0,30.0,,,,,1.0,0.0,浦和,浦和,浦和,1,1,1,31,19,10,8,1,0,1743,695,355
362,湘南,8.0,大野　和成,1999.0,DF,1989-08-04,180.0,76.0,2000,3.0,,,130.0,4.0,55.0,2.0,,,,,新潟,新潟,新潟,1,1,1,25,28,14,0,1,0,2030,2398,772
363,湘南,9.0,イ　ジョンヒョプ,1248.0,FW,1991-06-24,188.0,78.0,-,1.0,,korea,,,,,,,19.0,5.0,KOR,KOR,KOR,9,9,9,3,30,26,0,4,10,-,-,-
364,湘南,10.0,秋野　央樹,1601.0,MF,1994-10-08,176.0,68.0,1300,2.0,,,48.0,1.0,38.0,4.0,11.0,0.0,,,柏,柏,湘南,1,1,2,16,23,38,0,1,4,1041,1754,3213
365,湘南,11.0,高橋　諒,683.0,DF,1993-07-16,171.0,68.0,750,2.0,,,12.0,0.0,6.0,1.0,,,,,-,名古屋,名古屋・湘南,-,1,2,-,12,6,-,0,1,-,868,226
366,湘南,13.0,山根　視来,2847.0,DF,1993-12-22,178.0,72.0,750,3.0,,,0.0,0.0,37.0,0.0,,,,,-,湘南,湘南,-,1,2,-,0,37,-,0,0,-,2430,2340
367,湘南,14.0,藤田　征也,278.0,MF,1987-06-02,175.0,70.0,2000,5.0,,,128.0,3.0,200.0,15.0,,,,,湘南,湘南,湘南,1,1,2,24,22,15,1,0,1,1561,1353,797
368,湘南,15.0,野田　隆之介,348.0,FW,1988-09-28,185.0,79.0,1800,2.0,,,56.0,10.0,53.0,5.0,,,,,名古屋,名古屋,湘南,1,1,2,4,15,20,1,1,2,286,676,652
369,湘南,16.0,齊藤　未月,1188.0,MF,1999-01-10,166.0,66.0,650,3.0,1.0,,5.0,0.0,30.0,0.0,,,,,湘南,湘南,湘南,1,1,2,0,5,30,0,0,0,0,183,1378
370,湘南,17.0,端戸　仁,171.0,FW,1990-05-31,178.0,66.0,1400,3.0,,,54.0,6.0,66.0,15.0,,,,,横浜FM,湘南,湘南,1,1,2,3,20,27,0,4,1,22,1270,1589
371,湘南,18.0,松田　天馬,1226.0,MF,1995-06-11,164.0,62.0,480,1.0,,,,,3.0,0.0,,,,,-,-,湘南,-,-,2,-,-,3,-,-,0,-,-,97
372,湘南,19.0,アレン　ステバノヴィッチ,457.0,FW,1991-01-07,184.0,75.0,7500,1.0,,serbia,,,,,,,3.0,1.0,SRB,SRB,SRB,9,9,9,0,0,0,0,0,0,-,-,-
373,湘南,20.0,坂　圭祐,2250.0,DF,1995-05-07,174.0,74.0,480,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
374,湘南,21.0,富居　大樹,0.0,GK,1989-08-27,182.0,74.0,700,1.0,,,,,66.0,0.0,,,,,群馬,山形,山形,2,2,2,40,1,4,0,0,0,3570,90,360
375,湘南,23.0,高山　薫,941.0,MF,1988-07-08,173.0,66.0,3000,7.0,,,130.0,19.0,81.0,17.0,,,,,湘南,湘南,湘南,1,1,2,33,33,8,7,4,2,2886,2840,518
376,湘南,24.0,表原　玄太,16.0,MF,1996-02-28,167.0,67.0,700,2.0,,,,,66.0,3.0,,,,,愛媛,愛媛,湘南,2,2,2,7,15,20,1,1,0,45,1449,1764
381,湘南,28.0,石原　広教,395.0,DF,1999-02-26,169.0,65.0,480,2.0,1.0,,0.0,0.0,10.0,0.0,,,,,-,湘南,湘南,-,1,2,-,0,10,-,0,0,-,0,568
382,湘南,29.0,杉岡　大暉,2507.0,DF,1998-09-08,182.0,75.0,600,2.0,,,,,37.0,3.0,,,,,-,-,湘南,-,-,2,-,-,37,-,-,3,-,-,3251
383,湘南,30.0,島村　毅,1.0,DF,1985-08-10,183.0,76.0,1600,10.0,,,83.0,6.0,116.0,13.0,,,,,湘南,湘南,湘南,1,1,2,13,19,18,3,0,3,696,1265,1113
384,湘南,31.0,後藤　雅明,0.0,GK,1994-05-24,190.0,83.0,480,2.0,,,,,0.0,0.0,,,,,-,-,湘南,-,-,2,-,-,0,-,-,0,-,-,0
389,湘南,36.0,岡本　拓也,2371.0,DF,1992-06-18,175.0,73.0,1100,3.0,,,34.0,1.0,70.0,3.0,,,,,浦和,湘南,湘南,1,1,2,3,21,30,0,1,3,207,1576,2539
392,湘南,41.0,ミキッチ,242.0,MF,1980-01-06,177.0,68.0,4000,1.0,,croatia,221.0,8.0,,,,,,,広島,広島,広島,1,1,1,31,27,14,1,1,1,2482,2033,1010
395,神戸,2.0,那須　大亮,295.0,DF,1981-10-10,180.0,77.0,4000,1.0,,,391.0,29.0,,,,,,,浦和,浦和,浦和,1,1,1,30,14,9,2,1,0,2664,1142,386
396,神戸,3.0,渡部　博文,2323.0,DF,1987-07-07,186.0,77.0,3600,2.0,,,136.0,11.0,35.0,3.0,,,,,仙台,仙台,神戸,1,1,1,30,33,33,3,3,3,2655,2970,2970
397,神戸,4.0,北本　久仁衛,87.0,DF,1981-09-18,181.0,75.0,2800,19.0,,,340.0,11.0,53.0,5.0,,,,,神戸,神戸,神戸,1,1,1,12,14,6,0,1,0,843,1171,468
398,神戸,5.0,チョン　ウヨン,1071.0,MF,1989-12-14,186.0,78.0,9000,3.0,,korea,78.0,3.0,64.0,2.0,,,22.0,1.0,神戸,CHN,CHN,1,9,9,32,30,21,0,1,2,2838,-,-
400,神戸,6.0,高橋　峻希,770.0,DF,1990-05-04,170.0,70.0,2800,5.0,,,159.0,7.0,47.0,1.0,,,,,神戸,神戸,神戸,1,1,1,27,34,17,4,1,0,2196,3060,1346
402,神戸,8.0,三田　啓貴,1256.0,MF,1990-09-14,173.0,65.0,2500,1.0,,,124.0,14.0,,,,,,,FC東京,仙台,仙台,1,1,1,18,31,33,1,4,5,730,2709,2942
404,神戸,9.0,ハーフナー　マイク,248.0,FW,1987-05-20,194.0,92.0,8000,2.0,,,67.0,19.0,90.0,42.0,,,18.0,4.0,FIN・HOL,HOL,神戸,9,9,1,51,27,9,20,9,2,-,-,330
405,神戸,10.0,ルーカス　ポドルスキ,2043.0,FW,1985-06-04,180.0,80.0,64000,2.0,,germany,15.0,5.0,,,,,130.0,49.0,TUR,TUR,神戸,9,9,1,30,26,15,13,7,5,-,-,1298
410,神戸,11.0,レアンドロ,33.0,FW,1985-02-12,176.0,70.0,20000,6.0,,brazil,186.0,87.0,59.0,36.0,,,,,神戸,神戸,神戸,1,1,1,12,31,1,4,19,0,2157,2711,64
413,神戸,13.0,小川　慶治朗,226.0,FW,1992-07-14,170.0,67.0,3200,8.0,1.0,,132.0,23.0,39.0,16.0,,,,,神戸,神戸,神戸,1,1,1,19,7,25,4,1,2,1374,221,1690
414,神戸,14.0,藤田　直之,2456.0,MF,1987-06-22,175.0,72.0,4800,3.0,,,180.0,10.0,55.0,4.0,,,1.0,0.0,鳥栖,神戸,神戸,1,1,1,31,32,21,0,0,1,2596,2299,1845
415,神戸,15.0,宮　大樹,448.0,DF,1996-04-01,186.0,82.0,480,1.0,,,0.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,0,-,-,0,-,-,0
418,神戸,17.0,ウェリントン,1651.0,FW,1988-02-11,188.0,90.0,8000,1.0,,brazil,45.0,8.0,92.0,46.0,,,,,BRA・福岡,福岡,福岡,2,1,2,18,29,36,7,5,19,1387,2085,3068
419,神戸,18.0,キム　スンギュ,2700.0,GK,1990-09-30,187.0,84.0,8500,3.0,,korea,65.0,0.0,,,,,27.0,0.0,KOR,神戸,神戸,9,1,1,32,34,31,0,0,0,-,3060,2790
420,神戸,19.0,渡邉　千真,957.0,FW,1986-08-10,182.0,79.0,5000,4.0,,,269.0,84.0,,,,,1.0,0.0,神戸,神戸,神戸,1,1,1,28,33,34,10,12,8,2237,2938,2872
422,神戸,21.0,田中　順也,948.0,FW,1987-07-15,181.0,77.0,6500,2.0,,,159.0,39.0,24.0,6.0,,,4.0,0.0,POR,柏,神戸,9,1,1,3,21,24,0,4,1,-,967,1175
423,神戸,22.0,橋本　和,809.0,DF,1986-09-14,181.0,72.0,2500,3.0,,,141.0,6.0,29.0,0.0,,,,,浦和,浦和・神戸,神戸,1,1,1,6,15,14,0,0,1,136,1183,1227
424,神戸,23.0,松下　佳貴,239.0,MF,1994-03-03,174.0,67.0,1000,3.0,,,25.0,0.0,,,,,,,神戸,神戸,神戸,1,1,1,1,11,25,0,1,0,8,455,1638
425,神戸,24.0,三原　雅俊,1537.0,MF,1988-08-02,175.0,69.0,2500,11.0,,,123.0,4.0,38.0,0.0,,,,,神戸,神戸,神戸,1,1,1,20,30,20,1,0,2,1610,2149,1422
427,神戸,27.0,郷家　友太,1521.0,MF,1999-06-10,183.0,74.0,420,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,神戸,30.0,ティーラトン,2111.0,DF,1990-02-06,171.0,62.0,2500,1.0,,thailand,,,,,,,49.0,5.0,THA,THA・THA,THA,9,9,9,32,21,30,3,3,7,-,-,-
431,神戸,31.0,中坂　勇哉,0.0,MF,1997-08-05,171.0,68.0,750,3.0,1.0,,26.0,3.0,,,,,,,-,神戸,神戸,-,1,1,-,12,14,-,1,2,-,379,567
432,神戸,33.0,大槻　周平,1187.0,FW,1989-05-26,178.0,75.0,2400,2.0,,,87.0,7.0,33.0,9.0,,,,,湘南,湘南,神戸,1,1,1,32,27,14,4,2,1,2317,1672,427
433,神戸,34.0,藤谷　壮,848.0,DF,1997-10-28,178.0,67.0,800,3.0,1.0,,21.0,0.0,,,,,,,神戸,神戸,神戸,1,1,1,5,0,16,0,0,0,152,0,1319
434,神戸,35.0,安井　拓也,175.0,MF,1998-11-21,174.0,66.0,420,2.0,1.0,,1.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,1,-,-,0,-,-,36
437,神戸,38.0,佐々木　大樹,411.0,MF,1999-09-17,180.0,77.0,380,1.0,1.0,,,,,,,,,,-,-,神戸,-,-,1,-,-,0,-,-,0,-,-,0
438,神戸,39.0,伊野波　雅彦,657.0,DF,1985-08-28,179.0,74.0,4000,4.0,,,233.0,4.0,57.0,2.0,,,20.0,1.0,磐田,神戸,神戸,2,1,1,32,27,15,1,0,0,2822,2340,844
