id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
217,横浜FM,30.0,鈴木　彩貴,0.0,GK,1987-04-13 00:00:00,184.0,80.0,550,1,,,,,37.0,0.0,,,,,北九州,北九州,北九州,2,2,2,0,19,18,0,0,0,0,1695,1620
218,横浜FM,31.0,杉本　大地,0.0,GK,1993-07-15 00:00:00,187.0,83.0,450,1,,,,,14.0,0.0,1.0,0.0,,,京都,京都,徳島,2,2,2,7,5,2,0,0,0,630,450,180
220,横浜FM,33.0,ダビド　バブンスキー,1191.0,MF,1994-03-01 00:00:00,178.0,68.0,-,1,,spain・macedonia,,,,,,,8.0,0.0,SPA,SPA・SRB,SRB,9,9,9,16,19,5,0,0,0,-,-,-
221,横浜FM,34.0,ミロシュ　デゲネク,2193.0,DF,1994-04-28 00:00:00,187.0,82.0,-,1,,australia,,,,,,,5.0,0.0,GER,GER,GER,9,9,9,0,25,7,0,1,0,-,-,-
228,広島,1.0,林　卓人,1710.0,GK,1982-08-09 00:00:00,188.0,85.0,3500,8,,,236.0,0.0,183.0,0.0,,,0.0,0.0,広島,広島,広島,1,1,1,31,34,34,0,0,0,2790,3060,3060
229,広島,2.0,野上　結貴,1970.0,DF,1991-04-20 00:00:00,180.0,72.0,1200,2,,,4.0,0.0,130.0,6.0,,,,,横浜FC,横浜FC,横浜FC・広島,2,2,2,41,37,12,0,0,0,3690,3330,884
230,広島,3.0,高橋　壮也,1609.0,DF,1996-02-29 00:00:00,170.0,65.0,700,4,,,2.0,0.0,,,,,,,広島,広島,広島,1,1,1,0,0,2,0,0,0,0,0,24
232,広島,5.0,千葉　和彦,2760.0,DF,1985-06-21 00:00:00,183.0,77.0,4200,6,,,308.0,5.0,,,,,1.0,0.0,広島,広島,広島,1,1,1,30,34,30,1,1,0,2692,3060,2700
233,広島,6.0,青山　敏弘,2662.0,MF,1986-02-22 00:00:00,174.0,73.0,6000,14,,,279.0,17.0,36.0,4.0,,,8.0,1.0,広島,広島,広島,1,1,1,35,33,28,1,3,2,1980,2951,2265
234,広島,7.0,茶島　雄介,235.0,MF,1991-07-20 00:00:00,166.0,60.0,1200,4,1.0,,26.0,3.0,,,,,,,広島,広島,広島,1,1,1,1,3,22,0,0,3,64,122,1134
235,広島,8.0,森﨑　和幸,410.0,MF,1981-05-09 00:00:00,177.0,75.0,4500,18,1.0,,417.0,19.0,74.0,3.0,,,,,広島,広島,広島,1,1,1,29,33,24,0,1,0,2508,2940,1921
236,広島,10.0,フェリペ　シウバ,1128.0,MF,1990-05-28 00:00:00,171.0,76.0,3500,1,,brazil,,,,,,,,,BRA・BRA,BRA・BRA,BRA・BRA,9,9,9,9,7,28,0,1,4,-,-,-
237,広島,14.0,ミキッチ,1010.0,MF,1980-01-06 00:00:00,177.0,68.0,4000,9,,croatia,207.0,7.0,,,,,,,広島,広島,広島,1,1,1,20,31,27,0,1,1,1219,2482,2033
238,広島,15.0,稲垣　祥,895.0,MF,1991-12-25 00:00:00,175.0,70.0,1500,1,,,81.0,6.0,,,,,,,甲府,甲府,甲府,1,1,1,19,29,33,0,1,5,931,2072,2846
239,広島,16.0,清水　航平,706.0,MF,1989-04-30 00:00:00,169.0,67.0,2200,10,,,116.0,6.0,4.0,1.0,,,,,広島,広島,広島,1,1,1,21,16,31,0,2,0,1292,912,1626
240,広島,18.0,柏　好文,2428.0,MF,1987-07-28 00:00:00,168.0,62.0,4200,4,,,156.0,12.0,57.0,5.0,,,,,広島,広島,広島,1,1,1,29,30,34,2,4,1,2305,2618,2860
243,広島,21.0,廣永　遼太郎,90.0,GK,1990-01-09 00:00:00,186.0,80.0,600,3,,,0.0,0.0,16.0,0.0,,,,,FC東京・富山,広島,広島,2,1,1,11,0,0,0,0,0,990,0,0
244,広島,22.0,皆川　佑介,774.0,FW,1991-10-09 00:00:00,186.0,84.0,1300,4,,,42.0,4.0,,,,,1.0,0.0,広島,広島,広島,1,1,1,18,5,19,3,0,1,769,47,248
245,広島,24.0,長沼　洋一,0.0,MF,1997-04-14 00:00:00,177.0,66.0,480,2,1.0,,0.0,0.0,,,,,,,-,-,広島,-,-,1,-,-,0,-,-,0,-,-,0
247,広島,26.0,川﨑　裕大,0.0,DF,1992-08-20 00:00:00,175.0,69.0,480,3,,,0.0,0.0,,,,,,,-,広島,広島,-,1,1,-,0,0,-,0,0,-,0,0
248,広島,28.0,丸谷　拓也,244.0,MF,1989-05-30 00:00:00,179.0,73.0,1750,9,,,68.0,3.0,14.0,0.0,,,,,広島,広島,広島,1,1,1,1,7,21,0,0,2,90,219,1644
249,広島,29.0,森島　司,644.0,MF,1997-04-25 00:00:00,175.0,66.0,480,2,,,0.0,0.0,,,,,,,-,-,広島,-,-,1,-,-,0,-,-,0,-,-,0
250,広島,30.0,柴﨑　晃誠,2305.0,MF,1984-08-28 00:00:00,176.0,65.0,4000,4,,,143.0,17.0,139.0,16.0,,,,,広島,広島,広島,1,1,1,22,27,34,1,6,8,1647,1927,3052
251,広島,31.0,宮吉　拓実,95.0,FW,1992-08-07 00:00:00,173.0,68.0,1800,2,,,31.0,7.0,137.0,28.0,,,,,京都・富山,京都,広島,2,2,1,20,33,13,3,4,4,1398,2115,513
253,広島,33.0,塩谷　司,1215.0,DF,1988-12-05 00:00:00,182.0,78.0,5000,6,,,126.0,17.0,60.0,5.0,,,2.0,0.0,広島,広島,広島,1,1,1,32,27,30,6,3,5,2735,2319,2638
254,広島,34.0,中林　洋次,1260.0,GK,1986-04-28 00:00:00,182.0,73.0,1400,5,,,28.0,0.0,207.0,0.0,,,,,岡山,岡山,岡山,2,2,2,37,42,42,0,0,0,3327,3780,3780
261,広島,44.0,アンデルソン　ロペス,2589.0,FW,1993-09-15 00:00:00,185.0,78.0,2300,2,,brazil,7.0,2.0,,,,,,,BRA・BRA・BRA,BRA,BRA・広島,9,9,1,15,8,7,6,5,2,-,-,461
262,広島,50.0,工藤　壮人,1016.0,FW,1990-05-06 00:00:00,177.0,72.0,4000,1,,,162.0,56.0,27.0,10.0,,,4.0,2.0,柏,柏,MLS,1,1,9,34,34,17,7,10,2,2729,2871,-
263,甲府,1.0,河田　晃兵,990.0,GK,1987-10-13 00:00:00,184.0,73.0,1200,4,,,73.0,0.0,10.0,0.0,,,,,G大阪,甲府,甲府,1,1,1,0,23,33,0,0,0,0,2070,2970
264,甲府,2.0,島川　俊郎,973.0,MF,1990-05-28 00:00:00,180.0,75.0,650,1,,,0.0,0.0,2.0,0.0,78.0,4.0,,,秋田,秋田,山口・栃木,3,3,3,32,35,13,0,1,3,2880,3134,986
265,甲府,3.0,畑尾　大翔,929.0,DF,1990-09-16 00:00:00,183.0,79.0,700,4,,,35.0,0.0,,,,,,,甲府,甲府,甲府,1,1,1,5,15,15,0,0,0,291,1091,777
266,甲府,4.0,山本　英臣,919.0,DF,1980-06-26 00:00:00,175.0,69.0,2100,15,,,209.0,4.0,227.0,9.0,,,,,甲府,甲府,甲府,1,1,1,33,28,24,3,0,1,2969,2520,2021
267,甲府,5.0,新里　亮,2734.0,DF,1990-07-02 00:00:00,185.0,70.0,950,2,,,14.0,0.0,94.0,2.0,,,,,水戸,水戸,甲府,2,2,1,42,37,14,1,1,0,3757,3330,1098
268,甲府,6.0,エデル　リマ,2700.0,DF,1986-02-05 00:00:00,187.0,73.0,3100,1,,brazil,,,,,,,,,CHN,CHN・BRA,BRA・BRA,9,9,9,29,29,30,2,1,1,-,-,-
270,甲府,8.0,新井　涼平,2542.0,MF,1990-11-03 00:00:00,183.0,67.0,1300,5,,,85.0,1.0,65.0,1.0,,,,,甲府,甲府,甲府,1,1,1,32,25,4,1,0,0,2667,1953,1761
271,甲府,9.0,ウイルソン,1680.0,FW,1985-03-21 00:00:00,181.0,75.0,3400,1,,brazil,128.0,40.0,,,,,,,仙台,仙台,仙台,1,1,1,24,19,23,4,4,6,1922,1035,1469
272,甲府,10.0,ドゥドゥ,1909.0,FW,1990-04-21 00:00:00,180.0,75.0,3100,2,,brazil,25.0,9.0,,,,,,,BRA・柏,BRA,BRA・甲府,1,9,1,14,21,11,5,6,4,687,-,897
276,甲府,11.0,堀米　勇輝,973.0,MF,1992-12-13 00:00:00,168.0,63.0,1600,5,1.0,,15.0,0.0,125.0,20.0,,,,,愛媛,甲府,京都,2,1,2,42,12,37,8,0,7,2888,340,3012
277,甲府,13.0,河本　明人,445.0,FW,1990-05-01 00:00:00,174.0,71.0,450,4,,,57.0,1.0,24.0,6.0,,,,,甲府,栃木,甲府,1,2,1,16,24,17,0,6,0,888,1589,993
278,甲府,14.0,田中　佑昌,2467.0,MF,1986-02-03 00:00:00,176.0,75.0,1900,2,,,88.0,8.0,330.0,53.0,,,,,千葉,千葉,甲府,2,2,1,22,28,34,0,1,5,1067,983,2554
279,甲府,15.0,兵働　昭弘,1840.0,MF,1982-05-12 00:00:00,180.0,73.0,1700,1,,,168.0,16.0,180.0,15.0,,,,,千葉,大分,水戸,2,2,2,35,33,41,2,2,0,2504,2689,3453
280,甲府,16.0,松橋　優,2110.0,DF,1985-03-22 00:00:00,173.0,69.0,1100,9,,,111.0,4.0,56.0,5.0,,,,,甲府,甲府,甲府,1,1,1,12,19,29,0,0,1,532,1430,2470
282,甲府,18.0,道渕　諒平,28.0,MF,1994-06-16 00:00:00,177.0,74.0,450,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
284,甲府,20.0,黒木　聖仁,174.0,MF,1989-10-24 00:00:00,180.0,72.0,1000,2,,,47.0,3.0,93.0,8.0,,,,,C大阪・長崎,長崎,甲府,2,2,1,24,34,26,1,4,2,1965,3024,1772
286,甲府,22.0,小出　悠太,704.0,DF,1994-10-20 00:00:00,180.0,76.0,450,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287,甲府,23.0,岡　大生,2070.0,GK,1988-04-18 00:00:00,185.0,75.0,600,6,,,12.0,0.0,0.0,0.0,,,,,甲府,千葉,甲府,1,2,1,11,0,0,0,0,0,990,0,0
288,甲府,24.0,曽根田　穣,45.0,MF,1994-08-29 00:00:00,171.0,69.0,450,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
289,甲府,25.0,森　晃太,0.0,FW,1997-06-13 00:00:00,175.0,69.0,350,2,,,14.0,0.0,,,,,,,-,-,甲府,-,-,1,-,-,14,-,-,0,-,-,358
290,甲府,26.0,熊谷　駿,7.0,DF,1996-08-07 00:00:00,190.0,84.0,450,3,,,6.0,1.0,,,,,,,-,甲府,甲府,-,1,1,-,0,6,-,0,1,-,0,148
292,甲府,28.0,橋爪　勇樹,887.0,MF,1990-08-10 00:00:00,175.0,65.0,750,5,,,47.0,1.0,,,,,,,甲府,甲府,甲府,1,1,1,2,17,25,0,1,0,29,871,2243
294,甲府,29.0,ガブリエル,0.0,FW,1996-02-15 00:00:00,193.0,86.0,1100,1,,brazil,,,,,,,,,-,-,BRA・BRA,-,-,9,-,-,1,-,-,0,-,-,-
298,甲府,30.0,保坂　一成,1.0,MF,1983-03-24 00:00:00,172.0,63.0,900,12,,,81.0,8.0,105.0,4.0,,,,,甲府,甲府,甲府,1,1,1,8,8,21,1,1,1,559,217,1174
299,甲府,31.0,岡西　宏祐,0.0,GK,1990-07-17 00:00:00,186.0,80.0,450,5,,,1.0,0.0,,,,,,,甲府,甲府,甲府,1,1,1,0,0,1,0,0,0,0,0,90
304,甲府,40.0,小椋　祥平,2633.0,MF,1985-09-08 00:00:00,175.0,67.0,1800,1,,,159.0,2.0,108.0,3.0,14.0,0.0,,,横浜FM,G大阪・山形,G大阪,1,1,1,19,15,2,0,0,0,1346,822,13
305,甲府,41.0,土屋　征夫,0.0,DF,1974-07-31 00:00:00,177.0,73.0,1900,5,,,330.0,15.0,175.0,13.0,,,,,甲府,甲府,甲府,1,1,1,0,22,20,0,0,0,0,1871,1731
306,札幌,1.0,金山　隼樹,153.0,GK,1988-06-12 00:00:00,187.0,80.0,1000,4,,,,,85.0,0.0,,,,,札幌,札幌,札幌,2,2,2,28,9,9,0,0,0,2460,810,771
307,札幌,2.0,横山　知伸,2257.0,DF,1985-03-18 00:00:00,184.0,75.0,1800,1,,,136.0,5.0,41.0,3.0,,,,,大宮,大宮,大宮,1,2,1,21,41,19,0,3,1,1742,3460,899
308,札幌,3.0,田中　雄大,511.0,DF,1988-08-08 00:00:00,169.0,68.0,800,1,,,18.0,0.0,110.0,6.0,,,,,水戸,水戸,神戸,2,2,1,31,42,9,3,1,0,2553,3762,402
310,札幌,4.0,河合　竜二,1050.0,DF,1978-07-14 00:00:00,183.0,75.0,2700,7,,,171.0,9.0,147.0,2.0,,,,,札幌,札幌,札幌,2,2,2,31,30,15,1,0,0,2521,2585,913
311,札幌,5.0,増川　隆洋,6.0,DF,1979-11-08 00:00:00,191.0,93.0,2700,2,,,288.0,11.0,87.0,5.0,,,,,神戸,神戸,札幌,1,1,2,31,17,33,0,1,1,2790,1287,2970
312,札幌,6.0,兵藤　慎剛,2674.0,MF,1985-07-29 00:00:00,172.0,68.0,2800,1,,,268.0,32.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,31,28,18,3,1,2,2044,1338,802
313,札幌,7.0,ジュリーニョ,600.0,MF,1986-08-05 00:00:00,184.0,78.0,4500,2,,brazil,,,34.0,12.0,,,,,BRA,BRA・BRA,札幌,9,9,2,0,6,34,0,1,12,-,-,2336
314,札幌,8.0,深井　一希,342.0,MF,1995-03-11 00:00:00,179.0,80.0,650,5,1.0,,,,62.0,0.0,,,,,札幌,札幌,札幌,2,2,2,3,15,25,0,0,0,198,709,2019
315,札幌,9.0,都倉　賢,2432.0,FW,1986-06-16 00:00:00,187.0,80.0,2800,4,,,64.0,12.0,191.0,74.0,,,,,札幌,札幌,札幌,2,2,2,37,34,40,14,13,19,2365,2824,3537
316,札幌,10.0,宮澤　裕樹,2596.0,MF,1989-06-28 00:00:00,182.0,72.0,2800,10,,,29.0,1.0,249.0,20.0,,,,,札幌,札幌,札幌,2,2,2,41,39,31,1,5,1,3627,3457,2679
317,札幌,11.0,ヘイス,993.0,FW,1989-06-06 00:00:00,183.0,83.0,3700,2,,brazil,,,24.0,7.0,,,,,BRA,TUR,札幌,9,9,2,0,0,24,0,0,7,-,-,1287
318,札幌,13.0,内村　圭宏,241.0,FW,1984-08-24 00:00:00,174.0,67.0,2500,8,,,57.0,4.0,314.0,85.0,,,,,札幌,札幌,札幌,2,2,2,29,35,42,5,7,11,1722,2093,2287
319,札幌,14.0,上原　慎也,5.0,FW,1986-09-29 00:00:00,186.0,78.0,1500,9,,,11.0,3.0,161.0,16.0,,,,,札幌,札幌,札幌,2,2,2,27,13,22,3,2,1,2264,423,533
320,札幌,15.0,菊地　直哉,1327.0,DF,1984-11-24 00:00:00,181.0,74.0,2200,2,,,220.0,7.0,52.0,0.0,,,1.0,0.0,鳥栖,鳥栖,鳥栖・札幌,1,1,2,21,31,21,0,0,0,1710,2760,1635
321,札幌,16.0,前　寛之,81.0,MF,1995-08-01 00:00:00,173.0,70.0,650,4,1.0,,,,31.0,2.0,4.0,0.0,,,札幌・THA,札幌,札幌,2,2,2,0,13,18,0,2,0,0,978,1336
322,札幌,17.0,稲本　潤一,113.0,MF,1979-09-18 00:00:00,181.0,77.0,3600,3,,,217.0,19.0,39.0,1.0,,,82.0,5.0,川崎F,札幌,札幌,1,2,2,14,31,8,1,0,1,450,2099,283
324,札幌,19.0,石井　謙伍,244.0,MF,1986-04-02 00:00:00,178.0,73.0,1600,9,1.0,,9.0,0.0,309.0,40.0,,,,,札幌,札幌,札幌,2,2,2,36,14,27,3,1,1,2402,1076,1955
325,札幌,20.0,キム　ミンテ,1275.0,DF,1993-11-26 00:00:00,187.0,78.0,650,1,,korea,19.0,4.0,,,,,,,-,仙台,仙台,-,1,1,-,16,3,-,4,0,-,1273,193
326,札幌,21.0,阿波加　俊太,0.0,GK,1995-02-07 00:00:00,188.0,77.0,-,4,1.0,,,,1.0,0.0,5.0,0.0,,,SC相模原・札幌,Honda FC,札幌,3,4,2,1,15,1,0,0,0,3,-,90
327,札幌,22.0,金園　英学,626.0,FW,1988-09-01 00:00:00,184.0,78.0,1300,1,,,99.0,26.0,10.0,1.0,,,,,磐田,仙台,仙台,2,1,1,10,29,7,1,7,0,215,2044,210
328,札幌,23.0,マセード,973.0,MF,1987-05-08 00:00:00,173.0,61.0,3300,2,,brazil,,,23.0,0.0,,,,,BRA,-,札幌,9,-,2,14,-,23,0,-,0,-,-,1834
329,札幌,24.0,福森　晃斗,2929.0,DF,1992-12-16 00:00:00,183.0,75.0,1500,3,,,16.0,1.0,78.0,7.0,,,,,川崎F,札幌,札幌,1,2,2,5,39,39,1,4,3,253,3487,3483
330,札幌,25.0,ク　ソンユン,2907.0,GK,1994-06-27 00:00:00,195.0,82.0,1300,3,,korea,0.0,0.0,66.0,0.0,,,0.0,0.0,C大阪,札幌,札幌,1,2,2,0,33,33,0,0,0,0,2970,2919
331,札幌,26.0,早坂　良太,1806.0,MF,1985-09-19 00:00:00,183.0,73.0,2400,1,,,126.0,6.0,73.0,14.0,,,,,鳥栖,鳥栖,鳥栖,1,1,1,28,23,28,3,0,0,1034,1032,1393
332,札幌,27.0,荒野　拓馬,2035.0,MF,1993-04-20 00:00:00,180.0,72.0,1200,6,1.0,,3.0,0.0,107.0,11.0,,,,,札幌,札幌,札幌,2,2,2,24,31,18,3,2,2,1902,2016,1480
333,札幌,29.0,永坂　勇人,0.0,DF,1994-05-22 00:00:00,186.0,77.0,480,5,1.0,,,,5.0,0.0,7.0,0.0,,,札幌,札幌,札幌,2,2,2,0,2,3,0,0,0,0,105,73
334,札幌,30.0,杉山　哲,0.0,GK,1981-06-26 00:00:00,184.0,78.0,700,6,,,11.0,0.0,38.0,0.0,,,,,札幌,札幌,札幌,2,2,2,0,0,0,0,0,0,0,0,0
336,札幌,35.0,進藤　亮佑,381.0,DF,1996-06-07 00:00:00,183.0,74.0,650,3,1.0,,,,23.0,0.0,14.0,2.0,,,-,札幌,札幌,-,2,2,-,0,23,-,0,0,-,0,1930
343,札幌,44.0,小野　伸二,219.0,MF,1979-09-27 00:00:00,175.0,74.0,4300,4,,,178.0,29.0,63.0,9.0,,,56.0,6.0,札幌,札幌,札幌,2,2,2,7,17,15,0,2,0,450,1007,274
345,鹿島,1.0,クォン　スンテ,1039.0,GK,1984-09-11 00:00:00,184.0,85.0,-,1,,korea,,,,,,,3.0,0.0,KOR,KOR,KOR,9,9,9,34,36,35,0,0,0,-,-,-
346,鹿島,3.0,昌子　源,3060.0,DF,1992-12-11 00:00:00,182.0,76.0,3500,7,,,107.0,6.0,,,,,2.0,0.0,鹿島,鹿島,鹿島,1,1,1,34,29,31,2,3,1,3030,2610,2779
347,鹿島,4.0,レオ　シルバ,2110.0,MF,1985-12-24 00:00:00,181.0,76.0,11000,1,,brazil,122.0,16.0,,,,,,,新潟,新潟,新潟,1,1,1,33,25,32,6,6,4,2970,2224,2879
348,鹿島,5.0,植田　直通,2610.0,DF,1994-10-24 00:00:00,186.0,79.0,2500,5,,,53.0,1.0,,,4.0,0.0,0.0,0.0,鹿島,鹿島,鹿島,1,1,1,20,12,21,0,1,0,1542,839,1793
349,鹿島,6.0,永木　亮太,967.0,MF,1988-06-04 00:00:00,173.0,72.0,3600,2,,,105.0,7.0,108.0,12.0,,,1.0,0.0,湘南,湘南,鹿島,2,1,1,31,32,29,6,3,0,2782,2854,1438
350,鹿島,7.0,ペドロ　ジュニオール,1310.0,FW,1987-01-29 00:00:00,182.0,75.0,11000,1,,brazil,119.0,40.0,2.0,0.0,,,,,神戸,神戸,神戸,1,1,1,32,13,29,13,1,11,2614,781,2398
351,鹿島,8.0,土居　聖真,2380.0,MF,1992-05-21 00:00:00,172.0,63.0,2000,7,1.0,,113.0,24.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,34,28,30,8,6,8,2742,2015,2130
352,鹿島,9.0,鈴木　優磨,866.0,FW,1996-04-26 00:00:00,182.0,75.0,1000,3,1.0,,38.0,10.0,,,9.0,3.0,,,鹿島,鹿島,鹿島,1,1,1,0,7,31,0,2,8,0,108,1188
359,鹿島,11.0,レアンドロ,1837.0,MF,1993-05-12 00:00:00,177.0,78.0,3800,1,,brazil,,,,,,,1.0,1.0,BRA,BRA・BRA,BRA,9,9,9,18,16,25,1,1,5,-,-,-
360,鹿島,13.0,中村　充孝,1312.0,MF,1990-09-13 00:00:00,174.0,67.0,2500,5,,,85.0,11.0,66.0,17.0,,,,,鹿島,鹿島,鹿島,1,1,1,14,17,17,2,2,3,558,780,856
361,鹿島,14.0,金森　健志,209.0,FW,1994-04-04 00:00:00,171.0,74.0,1500,1,,,33.0,4.0,99.0,21.0,,,,,福岡,福岡,福岡,2,2,1,30,32,33,9,6,4,1691,2131,2320
362,鹿島,15.0,三竿　雄斗,124.0,DF,1991-04-16 00:00:00,175.0,70.0,1000,1,,,65.0,3.0,40.0,1.0,,,,,湘南,湘南,湘南,2,1,1,40,33,32,1,1,2,3495,2859,2880
363,鹿島,16.0,山本　脩斗,2666.0,DF,1985-06-01 00:00:00,180.0,69.0,3300,4,,,179.0,10.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,32,28,31,1,3,3,2820,2445,2782
364,鹿島,17.0,ブエノ,56.0,DF,1995-08-24 00:00:00,182.0,79.0,1000,2,,brazil,23.0,1.0,,,,,,,清水,神戸,鹿島,1,1,1,4,11,8,0,1,0,323,891,719
365,鹿島,18.0,赤﨑　秀平,0.0,FW,1991-09-01 00:00:00,174.0,70.0,2300,4,,,62.0,14.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,15,22,24,5,7,2,801,1141,1138
366,鹿島,20.0,三竿　健斗,1994.0,MF,1996-04-16 00:00:00,181.0,73.0,700,2,,,4.0,0.0,39.0,0.0,,,,,東京V,東京V,鹿島,2,2,1,0,39,4,0,0,0,0,3186,30
367,鹿島,21.0,曽ヶ端　準,2021.0,GK,1979-08-02 00:00:00,187.0,80.0,5500,20,1.0,,498.0,0.0,,,,,4.0,0.0,鹿島,鹿島,鹿島,1,1,1,34,24,34,0,0,0,3060,2160,3060
368,鹿島,22.0,西　大伍,2468.0,DF,1987-08-28 00:00:00,178.0,74.0,3400,7,,,224.0,10.0,46.0,8.0,,,1.0,0.0,鹿島,鹿島,鹿島,1,1,1,23,30,26,3,0,1,1999,2699,2302
370,鹿島,24.0,伊東　幸敏,1036.0,DF,1993-09-03 00:00:00,176.0,68.0,900,6,,,39.0,0.0,,,4.0,0.0,,,鹿島,鹿島,鹿島,1,1,1,12,8,13,0,0,0,1032,554,889
371,鹿島,25.0,遠藤　康,1502.0,MF,1988-04-07 00:00:00,168.0,69.0,3500,11,,,200.0,37.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,30,32,25,10,6,3,2246,2318,1861
372,鹿島,26.0,久保田　和音,0.0,MF,1997-01-01 00:00:00,170.0,62.0,420,3,,,0.0,0.0,,,,,,,-,鹿島,鹿島,-,1,1,-,0,0,-,0,0,-,0,0
373,鹿島,27.0,梅鉢　貴秀,0.0,MF,1992-06-08 00:00:00,177.0,67.0,800,6,,,27.0,2.0,4.0,0.0,,,,,鹿島,鹿島,山形,1,1,2,5,8,4,0,0,0,140,457,196
374,鹿島,28.0,町田　浩樹,126.0,DF,1997-08-25 00:00:00,190.0,80.0,400,2,1.0,,0.0,0.0,,,,,,,-,鹿島,鹿島,-,1,1,-,0,0,-,0,0,-,0,0
375,鹿島,29.0,川俣　慎一郎,0.0,GK,1989-07-23 00:00:00,188.0,86.0,480,10,1.0,,0.0,0.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,0,0,0,0,0,0,0,0,0
376,鹿島,30.0,安部　裕葵,272.0,FW,1999-01-28 00:00:00,171.0,65.0,380,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
377,鹿島,31.0,小泉　勇人,0.0,GK,1995-09-14 00:00:00,192.0,83.0,480,4,1.0,,0.0,0.0,,,1.0,0.0,,,鹿島,鹿島,鹿島,1,1,1,0,0,0,0,0,0,0,0,0
378,鹿島,33.0,金崎　夢生,2368.0,FW,1989-02-16 00:00:00,180.0,70.0,6000,3,,,208.0,35.0,,,,,10.0,2.0,POR,POR・鹿島,鹿島,9,1,1,17,27,30,9,9,10,-,2157,2647
380,鹿島,40.0,小笠原　満男,1327.0,MF,1979-04-05 00:00:00,173.0,72.0,9000,20,,,494.0,69.0,,,,,55.0,7.0,鹿島,鹿島,鹿島,1,1,1,33,29,30,2,1,0,2833,2399,2300
381,新潟,1.0,大谷　幸輝,2070.0,GK,1989-04-08 00:00:00,186.0,90.0,750,1,,,0.0,0.0,42.0,0.0,,,,,北九州,浦和,浦和,2,1,1,42,0,0,0,0,0,3780,0,0
382,新潟,2.0,大野　和成,772.0,DF,1989-08-04 00:00:00,180.0,76.0,1500,8,1.0,,116.0,4.0,55.0,2.0,,,,,新潟,新潟,新潟,1,1,1,20,25,28,0,0,1,1498,2030,2398
383,新潟,3.0,増田　繁人,0.0,DF,1992-06-11 00:00:00,190.0,83.0,500,4,,,16.0,1.0,12.0,1.0,32.0,4.0,,,大分,町田,新潟,2,3,1,1,32,14,0,4,1,36,2633,1065
384,新潟,4.0,宋　株熏,2348.0,DF,1994-01-13 00:00:00,190.0,85.0,500,3,,korea,2.0,0.0,27.0,1.0,,,,,新潟,新潟・水戸,水戸,1,2,2,2,8,19,0,0,1,91,514,1665
385,新潟,5.0,前野　貴徳,0.0,DF,1988-04-14 00:00:00,172.0,64.0,1000,3,,,46.0,0.0,74.0,5.0,,,,,鹿島,新潟,新潟,1,1,1,2,14,10,0,0,0,180,968,606
386,新潟,6.0,ジャン　パトリック,0.0,MF,1992-06-25 00:00:00,174.0,73.0,4000,1,,brazil,,,,,,,,,BRA,BRA,BRA・BRA,9,9,9,29,2,43,2,0,7,-,-,-
388,新潟,7.0,ホニ,2542.0,FW,1995-05-11 00:00:00,170.0,65.0,2500,1,,brazil,,,,,,,,,BRA,BRA・BRA,BRA・BRA・BRA,9,9,9,10,4,49,3,0,14,-,-,-
389,新潟,8.0,小泉　慶,2935.0,MF,1995-04-19 00:00:00,173.0,70.0,1200,4,,,77.0,2.0,,,1.0,0.0,,,新潟,新潟,新潟,1,1,1,26,21,30,0,2,0,1122,1597,2442
390,新潟,9.0,山崎　亮平,2504.0,FW,1989-03-14 00:00:00,173.0,76.0,1500,3,,,137.0,17.0,39.0,8.0,,,,,磐田,新潟,新潟,2,1,1,39,33,28,8,5,2,1771,2052,1925
391,新潟,10.0,チアゴ　ガリャルド,1637.0,MF,1989-07-20 00:00:00,183.0,75.0,4000,1,,brazil,,,,,,,,,BRA・BRA・BRA,BRA・BRA,BRA・BRA,9,9,9,13,39,37,4,6,5,-,-,-
392,新潟,11.0,指宿　洋史,0.0,FW,1991-02-27 00:00:00,196.0,89.0,1500,4,,,67.0,12.0,,,,,,,新潟,新潟,新潟,1,1,1,15,31,21,3,8,1,1188,2068,1286
394,新潟,13.0,加藤　大,2465.0,MF,1991-05-07 00:00:00,175.0,72.0,1500,6,,,60.0,1.0,61.0,11.0,,,,,新潟,新潟,新潟,1,1,1,6,20,28,0,1,0,160,1326,2185
