id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
214,甲府,6.0,ジウトン,0.0,DF,1989-03-25,180,74,2800,1.0,,brazil,50.0,3.0,8.0,1.0,,,,,BRA,BRA・BRA・BRA・BRA,BRA・BRA,9,9,9,-,-,-,-,-,-,-,-,-
216,甲府,7.0,石原　克哉,112.0,MF,1978-10-02,176,64,1500,16.0,,,134.0,11.0,325.0,19.0,,,,,甲府,甲府,甲府,1,1,1,10,28,13,0,3,0,313,1465,760
217,甲府,8.0,新井　涼平,1761.0,MF,1990-11-03,183,67,800,4.0,,,65.0,1.0,65.0,1.0,,,,,甲府,甲府,甲府,1,1,1,3,32,25,0,1,0,193,2667,1953
220,甲府,9.0,ニウソン,398.0,FW,1991-04-06,184,75,2400,1.0,,brazil,,,,,,,,,BRA,BRA・BRA,BRA・BRA・BRA,9,9,9,6,13,26,1,5,4,-,-,-
221,甲府,10.0,クリスティアーノ,1504.0,FW,1987-01-12,183,83,5900,2.0,,brazil,66.0,19.0,40.0,16.0,,,,,栃木,甲府,柏,2,1,1,40,32,34,16,4,14,3570,2484,2958
227,甲府,13.0,河本　明人,993.0,FW,1990-05-01,174,71,600,3.0,,,40.0,1.0,24.0,6.0,,,,,甲府,甲府,栃木,1,1,2,24,16,24,1,0,6,1171,888,1589
228,甲府,14.0,田中　佑昌,2554.0,MF,1986-02-03,176,75,1400,1.0,,,54.0,3.0,330.0,53.0,,,,,千葉,千葉,千葉,2,2,2,37,22,28,9,0,1,2614,1067,983
229,甲府,15.0,吉野　峻光,115.0,MF,1989-04-24,176,67,600,1.0,,,7.0,0.0,17.0,0.0,,,,,C大阪,C大阪,C大阪,1,1,1,0,2,17,0,0,0,0,68,344
230,甲府,16.0,松橋　優,2470.0,DF,1985-03-22,173,69,800,8.0,,,82.0,3.0,56.0,5.0,,,,,甲府,甲府,甲府,1,1,1,19,12,19,0,0,0,1246,532,1430
231,甲府,17.0,津田　琢磨,1807.0,DF,1980-10-04,179,71,800,14.0,,,49.0,0.0,118.0,6.0,,,,,甲府,甲府,甲府,1,1,1,3,2,27,0,0,0,67,72,2349
232,甲府,19.0,盛田　剛平,203.0,FW,1976-07-13,189,86,1500,5.0,,,169.0,8.0,115.0,8.0,,,,,甲府,甲府,甲府,1,1,1,10,29,16,0,5,0,655,1672,352
233,甲府,20.0,黒木　聖仁,1772.0,MF,1989-10-24,180,72,550,1.0,,,21.0,1.0,93.0,8.0,,,,,C大阪,C大阪・長崎,長崎,1,2,2,1,24,34,0,1,4,31,1965,3024
234,甲府,22.0,岡　大生,0.0,GK,1988-04-18,185,75,500,5.0,,,12.0,0.0,0.0,0.0,,,,,甲府,甲府,千葉,1,1,2,2,22,0,0,0,0,90,990,0
235,甲府,23.0,稲垣　祥,2846.0,MF,1991-12-25,175,70,550,3.0,,,48.0,1.0,,,,,,,-,甲府,甲府,-,1,1,-,19,29,-,0,1,-,931,2072
237,甲府,25.0,森　晃太,358.0,FW,1997-06-13,175,69,380,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
238,甲府,26.0,熊谷　駿,148.0,DF,1996-08-07,190,84,380,2.0,,,0.0,0.0,,,,,,,-,-,甲府,-,-,1,-,-,0,-,-,0,-,-,0
239,甲府,27.0,ビリー　セレスキー,869.0,MF,1985-07-14,174,73,900,1.0,,australia,,,,,,,1.0,0.0,AUT・UAE,CHN,AUT,9,9,9,10,6,4,0,0,0,-,-,-
240,甲府,28.0,橋爪　勇樹,2243.0,MF,1990-08-10,175,65,500,4.0,,,22.0,1.0,,,,,,,甲府,甲府,甲府,1,1,1,3,2,17,0,0,1,45,29,871
241,甲府,29.0,渡邉　将基,22.0,DF,1986-12-02,181,77,700,2.0,,,3.0,0.0,175.0,6.0,,,,,北九州,北九州,甲府・岐阜,2,2,2,33,40,22,0,0,1,2854,3600,1883
242,甲府,30.0,保坂　一成,1174.0,MF,1983-03-24,172,63,700,11.0,,,60.0,7.0,105.0,4.0,,,,,甲府,甲府,甲府,1,1,1,22,8,8,1,1,1,1151,559,217
243,甲府,31.0,岡西　宏祐,90.0,GK,1990-07-17,186,80,480,4.0,,,0.0,0.0,,,,,,,甲府,甲府,甲府,1,1,1,0,0,0,0,0,0,0,0,0
244,甲府,41.0,土屋　征夫,1731.0,DF,1974-07-31,177,73,900,4.0,,,310.0,15.0,175.0,13.0,,,,,甲府,甲府,甲府,1,1,1,22,0,22,2,0,0,1699,0,1871
245,鹿島,1.0,櫛引　政敏,0.0,GK,1993-01-29,186,85,1200,1.0,,,59.0,0.0,,,5.0,0.0,,,清水,清水,清水,1,1,1,20,29,10,0,0,0,1800,2610,900
246,鹿島,3.0,昌子　源,2779.0,DF,1992-12-11,182,76,2000,6.0,,,76.0,5.0,,,,,1.0,0.0,鹿島,鹿島,鹿島,1,1,1,4,34,29,0,2,3,105,3030,2610
247,鹿島,5.0,青木　剛,1.0,DF,1982-09-28,183,75,3100,16.0,,,375.0,8.0,,,,,2.0,0.0,鹿島,鹿島,鹿島,1,1,1,34,18,21,2,1,0,3060,1314,1294
248,鹿島,6.0,永木　亮太,1438.0,MF,1988-06-04,173,72,2400,1.0,,,76.0,7.0,108.0,12.0,,,,,湘南,湘南,湘南,1,2,1,33,31,32,4,6,3,2887,2782,2854
249,鹿島,7.0,カイオ,1123.0,MF,1994-04-19,173,69,1700,3.0,,brazil,62.0,18.0,,,,,,,-,鹿島,鹿島,-,1,1,-,30,32,-,8,10,-,2070,2099
253,鹿島,8.0,土居　聖真,2130.0,MF,1992-05-21,172,63,2100,6.0,1.0,,83.0,16.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,15,34,28,2,8,6,853,2742,2015
254,鹿島,9.0,ジネイ,205.0,FW,1983-11-11,186,76,3000,2.0,,brazil,4.0,1.0,,,,,,,BRA,BRA,鹿島,9,9,1,35,31,4,16,8,1,-,-,222
256,鹿島,10.0,柴崎　岳,2713.0,MF,1992-05-28,175,64,3700,6.0,,,141.0,14.0,,,,,13.0,3.0,鹿島,鹿島,鹿島,1,1,1,34,34,29,2,6,5,2972,3046,2546
259,鹿島,13.0,中村　充孝,856.0,MF,1990-09-13,174,67,1500,4.0,,,68.0,8.0,66.0,17.0,,,,,鹿島,鹿島,鹿島,1,1,1,16,14,17,3,2,2,527,558,780
260,鹿島,14.0,ファン　ソッコ,1008.0,DF,1989-06-27,183,80,2700,2.0,,korea,80.0,3.0,,,,,4.0,0.0,広島,広島,鹿島,1,1,1,26,12,24,3,0,0,993,479,1935
261,鹿島,15.0,高崎　寛之,0.0,FW,1986-03-17,188,78,1900,2.0,,,74.0,10.0,98.0,26.0,,,,,徳島,徳島,鹿島・山形,2,1,1,25,30,22,2,7,0,1020,2464,882
262,鹿島,16.0,山本　脩斗,2782.0,DF,1985-06-01,180,69,2400,3.0,,,148.0,7.0,,,,,,,磐田,鹿島,鹿島,1,1,1,8,32,28,1,1,3,417,2820,2445
263,鹿島,17.0,ブエノ,719.0,DF,1995-08-24,182,79,700,1.0,,brazil,15.0,1.0,,,,,,,-,清水,神戸,-,1,1,-,4,11,-,0,1,-,323,891
264,鹿島,18.0,赤﨑　秀平,1138.0,FW,1991-09-01,174,70,1300,3.0,,,38.0,12.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,1,15,22,0,5,7,32,801,1141
265,鹿島,20.0,三竿　健斗,30.0,MF,1996-04-16,181,73,850,1.0,,,,,39.0,0.0,,,,,-,東京V,東京V,-,2,2,-,0,39,-,0,0,-,0,3186
266,鹿島,21.0,曽ヶ端　準,3060.0,GK,1979-08-02,187,80,6000,19.0,1.0,,464.0,0.0,,,,,4.0,0.0,鹿島,鹿島,鹿島,1,1,1,34,34,24,0,0,0,3060,3060,2160
267,鹿島,22.0,西　大伍,2302.0,DF,1987-08-28,178,74,3000,6.0,,,198.0,9.0,46.0,8.0,,,1.0,0.0,鹿島,鹿島,鹿島,1,1,1,29,23,30,0,3,0,2380,1999,2699
268,鹿島,23.0,植田　直通,1793.0,DF,1994-10-24,186,79,1100,4.0,,,32.0,1.0,,,4.0,0.0,0.0,0.0,鹿島,鹿島,鹿島,1,1,1,0,20,12,0,0,1,0,1542,839
269,鹿島,24.0,伊東　幸敏,889.0,DF,1993-09-03,176,68,900,5.0,,,26.0,0.0,,,4.0,0.0,,,鹿島,鹿島,鹿島,1,1,1,6,12,8,0,0,0,467,1032,554
270,鹿島,25.0,遠藤　康,1861.0,MF,1988-04-07,168,69,3700,10.0,,,175.0,34.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,28,30,32,7,10,6,1657,2246,2318
271,鹿島,26.0,久保田　和音,0.0,MF,1997-01-01,170,62,460,2.0,,,0.0,0.0,,,,,,,-,-,鹿島,-,-,1,-,-,0,-,-,0,-,-,0
272,鹿島,28.0,町田　浩樹,0.0,DF,1997-08-25,190,80,380,1.0,1.0,,0.0,0.0,,,,,,,-,-,鹿島,-,-,1,-,-,0,-,-,0,-,-,0
273,鹿島,29.0,川俣　慎一郎,0.0,GK,1989-07-23,188,86,480,9.0,1.0,,0.0,0.0,,,,,,,鹿島,鹿島,鹿島,1,1,1,0,0,0,0,0,0,0,0,0
276,鹿島,32.0,杉本　太郎,414.0,MF,1996-02-12,162,62,480,3.0,,,5.0,0.0,,,6.0,0.0,,,-,鹿島,鹿島,-,1,1,-,4,1,-,0,0,-,59,60
278,鹿島,34.0,鈴木　優磨,1188.0,FW,1996-04-26,182,75,700,2.0,1.0,,7.0,2.0,,,9.0,3.0,,,-,鹿島,鹿島,-,1,1,-,0,7,-,0,2,-,0,108
280,鹿島,36.0,田中　稔也,0.0,MF,1997-12-02,175,65,380,1.0,1.0,,0.0,0.0,,,,,,,-,鹿島,鹿島,-,1,1,-,0,0,-,0,0,-,0,0
283,鹿島,40.0,小笠原　満男,2300.0,MF,1979-04-05,173,72,7800,19.0,,,464.0,69.0,,,,,55.0,7.0,鹿島,鹿島,鹿島,1,1,1,33,33,29,2,2,1,2933,2833,2399
286,湘南,1.0,村山　智彦,2430.0,GK,1987-08-22,184,78,1300,1.0,,,34.0,0.0,51.0,1.0,,,,,松本,松本,松本,2,2,1,10,41,34,1,0,0,875,3690,3036
287,湘南,2.0,菊地　俊介,416.0,MF,1991-10-04,180,75,1200,3.0,,,30.0,1.0,30.0,3.0,,,,,-,湘南,湘南,-,2,1,-,30,30,-,3,1,-,2684,2623
288,湘南,3.0,岡﨑　亮平,2.0,DF,1992-04-25,185,78,450,2.0,1.0,,0.0,0.0,1.0,0.0,,,,,-,湘南,熊本,-,1,2,-,0,1,-,0,0,-,0,90
289,湘南,4.0,アンドレ　バイア,2790.0,DF,1983-11-24,182,85,2500,2.0,,brazil,30.0,0.0,,,,,,,BRA,BRA,湘南,9,9,1,11,25,30,0,1,0,-,-,2620
290,湘南,5.0,パウリーニョ,625.0,MF,1989-01-26,177,77,2500,1.0,,brazil,14.0,0.0,127.0,6.0,,,,,栃木,川崎F,千葉,2,1,2,23,14,36,0,0,2,1970,560,3126
295,湘南,6.0,三竿　雄斗,2880.0,DF,1991-04-16,175,70,850,3.0,,,33.0,1.0,40.0,1.0,,,,,湘南,湘南,湘南,1,2,1,0,40,33,0,1,1,0,3495,2859
296,湘南,7.0,大竹　洋平,361.0,MF,1989-05-02,166,63,1200,4.0,,,84.0,8.0,24.0,1.0,,,,,FC東京・湘南,湘南,湘南,1,2,1,9,13,17,1,0,0,596,693,946
297,湘南,8.0,山田　直輝,570.0,MF,1990-07-04,168,64,1300,2.0,,,67.0,3.0,,,,,2.0,0.0,浦和,浦和,湘南,1,1,1,4,2,17,0,0,1,58,15,599
298,湘南,9.0,キリノ,285.0,FW,1985-01-04,181,80,2000,3.0,,brazil・Democratic Republic of Timor-Leste,32.0,2.0,82.0,28.0,,,,,湘南・UAE,甲府,湘南,1,1,1,13,7,5,2,0,0,937,280,217
301,湘南,10.0,菊池　大介,2763.0,MF,1991-04-12,172,68,2000,9.0,1.0,,64.0,5.0,162.0,24.0,,,,,湘南,湘南,湘南,1,2,1,30,41,34,2,8,3,1844,3374,2939
302,湘南,11.0,藤田　祥史,723.0,FW,1983-04-13,185,75,1800,2.0,,,101.0,13.0,172.0,64.0,,,,,横浜FM,横浜FM,湘南,1,1,1,32,18,17,2,2,4,644,560,646
303,湘南,13.0,山根　視来,0.0,DF,1993-12-22,178,72,480,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304,湘南,14.0,藤田　征也,1353.0,MF,1987-06-02,175,70,1400,3.0,,,106.0,3.0,185.0,14.0,,,,,新潟,新潟・湘南,湘南,1,2,1,21,38,24,0,1,1,950,1949,1561
306,湘南,16.0,石川　俊輝,2419.0,MF,1991-07-10,174,68,600,3.0,,,15.0,0.0,10.0,0.0,,,,,-,湘南,湘南,-,2,1,-,10,15,-,0,0,-,336,971
307,湘南,17.0,端戸　仁,1270.0,FW,1990-05-31,178,66,1000,1.0,,,34.0,2.0,39.0,14.0,,,,,横浜FM,横浜FM,横浜FM,1,1,1,15,6,3,1,0,0,604,41,22
308,湘南,18.0,武田　英二郎,44.0,MF,1988-07-11,173,71,700,2.0,,,2.0,0.0,85.0,3.0,,,,,鳥取,福岡,湘南,2,2,1,25,32,2,1,2,0,1949,2533,17
309,湘南,19.0,大槻　周平,1672.0,FW,1989-05-26,178,75,1200,5.0,,,46.0,4.0,33.0,9.0,,,,,湘南,湘南,湘南,1,2,1,14,15,32,0,4,4,518,1063,2317
310,湘南,20.0,坪井　慶介,1061.0,DF,1979-09-16,179,70,1800,2.0,,,300.0,1.0,,,,,40.0,0.0,浦和,浦和,湘南,1,1,1,7,1,8,0,0,0,289,1,295
311,湘南,21.0,梶川　裕嗣,180.0,GK,1991-07-26,185,78,480,3.0,,,0.0,0.0,0.0,0.0,,,,,-,湘南,湘南,-,2,1,-,0,0,-,0,0,-,0,0
312,湘南,22.0,下田　北斗,1474.0,MF,1991-11-07,171,66,650,1.0,,,33.0,2.0,,,,,,,-,甲府,甲府,-,1,1,-,11,22,-,0,2,-,533,1807
313,湘南,23.0,高山　薫,2840.0,MF,1988-07-08,173,66,2300,5.0,,,97.0,15.0,73.0,15.0,,,,,湘南,柏,湘南,1,1,1,32,32,33,4,4,7,2772,2337,2886
314,湘南,24.0,奈良輪　雄太,1449.0,MF,1987-08-29,172,67,600,1.0,,,28.0,0.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,10,17,1,0,0,0,295,936,45
315,湘南,25.0,タンドウ　ベラピ,450.0,GK,1987-04-17,187,78,1000,1.0,,australia,,,,,,,,,AUS,AUS,AUS,9,9,9,0,19,0,0,0,0,-,-,-
316,湘南,28.0,神谷　優太,661.0,FW,1997-04-24,176,67,380,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
318,湘南,30.0,島村　毅,1265.0,DF,1985-08-10,183,76,750,7.0,,,64.0,6.0,98.0,10.0,,,,,湘南,湘南,湘南,1,2,1,27,20,13,2,2,3,2013,740,696
320,湘南,32.0,齊藤　未月,183.0,MF,1999-01-10,166,66,-,2.0,,,0.0,0.0,,,,,,,-,-,湘南,-,-,1,-,-,0,-,-,0,-,-,0
322,湘南,36.0,岡本　拓也,1576.0,DF,1992-06-18,175,73,600,1.0,,,10.0,0.0,40.0,0.0,,,,,浦和・長崎,長崎,浦和,2,2,1,14,26,3,0,0,0,1237,2052,207
324,新潟,1.0,黒河　貴矢,0.0,GK,1981-04-07,184,78,1200,9.0,,,86.0,0.0,0.0,0.0,,,,,新潟,新潟,新潟,1,1,1,13,0,2,0,0,0,1170,0,180
325,新潟,2.0,大野　和成,2398.0,DF,1989-08-04,180,76,1400,7.0,1.0,,88.0,3.0,55.0,2.0,,,,,湘南,新潟,新潟,1,1,1,32,20,25,3,0,0,2866,1498,2030
326,新潟,3.0,増田　繁人,1065.0,DF,1992-06-11,190,83,700,3.0,,,2.0,0.0,12.0,1.0,32.0,4.0,,,群馬,大分,町田,2,2,3,11,1,32,1,0,4,747,36,2633
327,新潟,4.0,舞行龍ジェームズ,1897.0,DF,1988-09-17,185,82,1400,5.0,,new zealand,72.0,0.0,1.0,0.0,,,3.0,0.0,長崎・新潟,新潟,新潟,1,1,1,15,29,29,0,0,0,1178,2569,2456
328,新潟,5.0,前野　貴徳,606.0,DF,1988-04-14,172,64,1200,2.0,,,36.0,0.0,74.0,5.0,,,,,鹿島,鹿島,新潟,1,1,1,20,2,14,0,0,0,1233,180,968
329,新潟,6.0,小林　裕紀,2433.0,MF,1988-10-18,180,70,1600,3.0,,,142.0,3.0,,,,,,,磐田,新潟,新潟,1,1,1,31,25,21,1,0,0,2621,2072,1591
330,新潟,7.0,コルテース,2408.0,DF,1987-03-11,179,79,4800,2.0,,brazil,26.0,0.0,,,,,,,BRA・POR,BRA,新潟,9,9,1,11,21,26,0,0,0,-,-,2291
331,新潟,8.0,レオ　シルバ,2879.0,MF,1985-12-24,181,76,8000,4.0,,brazil,90.0,11.0,,,,,,,新潟,新潟,新潟,1,1,1,32,33,25,1,6,4,2812,2970,2224
332,新潟,9.0,山崎　亮平,1925.0,FW,1989-03-14,173,76,1500,2.0,,,109.0,15.0,39.0,8.0,,,,,磐田,磐田,新潟,1,2,1,21,39,33,4,8,5,693,1771,2052
333,新潟,10.0,ラファエル　シルバ,1688.0,FW,1992-04-04,179,73,3000,3.0,,brazil,24.0,8.0,,,,,,,BRA・SUI,SUI・新潟,新潟,9,1,1,26,10,17,9,1,7,-,315,1307
334,新潟,11.0,指宿　洋史,1286.0,FW,1991-02-27,196,89,1500,3.0,,,46.0,11.0,,,,,,,SPA,新潟,新潟,9,1,1,34,15,31,7,3,8,-,1188,2068
335,新潟,13.0,加藤　大,2185.0,MF,1991-05-07,175,72,800,5.0,,,32.0,1.0,61.0,11.0,,,,,愛媛,新潟,新潟,2,1,1,42,6,20,9,0,1,2951,160,1326
337,新潟,14.0,田中　達也,1264.0,FW,1982-11-27,167,61,2400,4.0,,,302.0,61.0,,,,,16.0,3.0,新潟,新潟,新潟,1,1,1,32,24,13,2,2,1,1740,820,427
338,新潟,16.0,平松　宗,216.0,FW,1992-11-20,184,80,600,2.0,1.0,,13.0,0.0,,,,,,,-,-,新潟,-,-,1,-,-,13,-,-,0,-,-,616
339,新潟,17.0,伊藤　優汰,366.0,MF,1992-09-18,172,67,1200,1.0,,,0.0,0.0,79.0,9.0,,,,,愛媛,京都,京都,2,2,2,6,14,29,0,1,4,98,798,2087
340,新潟,18.0,成岡　翔,798.0,MF,1984-05-31,175,70,2500,4.0,,,273.0,33.0,37.0,6.0,,,,,新潟,新潟,新潟,1,1,1,34,23,26,4,3,1,2767,1376,902
341,新潟,19.0,鈴木　武蔵,515.0,FW,1994-02-11,185,74,1200,5.0,,,66.0,6.0,6.0,2.0,3.0,0.0,,,新潟,新潟,新潟・水戸,1,1,1,15,29,19,2,3,3,204,1372,631
342,新潟,20.0,林　裕煥,5.0,DF,1983-12-02,185,77,3200,2.0,,korea,17.0,0.0,,,,,,,KOR,CHN,CHN・新潟,9,9,1,0,0,4,0,0,0,-,-,225
343,新潟,21.0,守田　達弥,2631.0,GK,1990-08-03,191,87,2000,3.0,,,79.0,0.0,61.0,0.0,,,,,富山,新潟,新潟,2,1,1,39,34,32,0,0,0,3510,3060,2880
344,新潟,22.0,川浪　吾郎,429.0,GK,1991-04-30,192,84,500,2.0,,,1.0,0.0,10.0,0.0,,,,,徳島,徳島,新潟,2,1,1,0,1,0,0,0,0,0,90,0
345,新潟,23.0,酒井　宣福,323.0,MF,1992-11-09,180,78,1200,4.0,,,12.0,0.0,76.0,14.0,,,,,新潟,福岡,福岡,1,2,2,7,37,39,0,7,7,164,2126,2095
346,新潟,24.0,西村　竜馬,614.0,DF,1993-07-02,185,78,500,2.0,1.0,,0.0,0.0,,,,,,,JAPANサッカーカレッジ,アスルクラロ沼津,アスルクラロ沼津,4,4,4,12,24,29,3,1,2,-,-,-
347,新潟,25.0,小泉　慶,2442.0,MF,1995-04-19,173,70,800,3.0,,,47.0,2.0,,,1.0,0.0,,,-,新潟,新潟,-,1,1,-,26,21,-,0,2,-,1122,1597
348,新潟,26.0,端山　豪,401.0,MF,1993-04-09,176,70,600,1.0,,,8.0,1.0,7.0,0.0,,,,,東京V,-,新潟,2,-,1,7,-,8,0,-,1,166,-,401
349,新潟,27.0,松原　健,1292.0,DF,1993-02-16,180,77,1200,3.0,,,39.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,大分,新潟,新潟,1,1,1,8,31,0,0,0,0,489,2679,0
350,新潟,28.0,早川　史哉,270.0,DF,1994-01-12,170,68,480,1.0,1.0,,,,,,,,,,-,-,新潟,-,-,1,-,-,0,-,-,0,-,-,0
351,新潟,29.0,宮崎　幾笑,0.0,MF,1998-02-17,176,65,380,1.0,1.0,,1.0,0.0,,,,,,,-,-,新潟,-,-,1,-,-,1,-,-,0,-,-,4
355,新潟,41.0,小塚　和季,338.0,MF,1994-08-02,174,68,500,3.0,,,2.0,0.0,,,34.0,6.0,,,新潟,新潟・山口,山口,1,4,3,0,2,33,0,0,6,0,9,2873
356,神戸,2.0,田中　雄大,402.0,DF,1988-08-08,169,68,1700,1.0,,,9.0,0.0,110.0,6.0,,,,,鳥取,水戸,水戸,2,2,2,33,31,42,2,3,1,2453,2553,3762
358,神戸,3.0,相馬　崇人,1327.0,DF,1981-12-10,176,74,2800,6.0,,,177.0,9.0,18.0,1.0,,,,,神戸,神戸,神戸,2,1,1,18,16,23,1,0,0,1517,1017,1685
359,神戸,4.0,北本　久仁衛,1171.0,DF,1981-09-18,181,75,1800,17.0,,,320.0,10.0,53.0,5.0,,,,,神戸,神戸,神戸,2,1,1,10,7,12,0,0,0,658,221,843
360,神戸,5.0,岩波　拓也,1890.0,DF,1994-06-18,186,72,3500,5.0,1.0,,56.0,2.0,37.0,2.0,1.0,0.0,,,神戸,神戸,神戸,2,1,1,37,24,30,2,1,1,3223,1860,2661
361,神戸,6.0,高橋　峻希,3060.0,DF,1990-05-04,170,70,3200,3.0,,,108.0,6.0,47.0,1.0,,,,,千葉,神戸,神戸,2,1,1,33,28,27,1,1,4,2591,2381,2196
362,神戸,7.0,ペドロ　ジュニオール,2398.0,FW,1987-01-29,182,75,8800,3.0,,brazil,90.0,29.0,2.0,0.0,,,,,KOR,神戸,神戸,9,1,1,25,32,13,15,13,1,-,2614,781
363,神戸,8.0,高橋　祥平,858.0,DF,1991-10-27,180,73,2500,2.0,,,92.0,9.0,111.0,9.0,,,,,大宮,大宮,神戸,1,1,1,32,34,26,1,6,2,2854,3007,2188
364,神戸,9.0,石津　大介,651.0,FW,1990-01-15,173,70,2200,3.0,,,40.0,5.0,91.0,20.0,,,,,福岡,福岡・神戸,神戸,2,2,1,39,38,27,11,7,4,2433,1914,1437
370,神戸,11.0,レアンドロ,2711.0,FW,1985-02-12,176,70,14000,4.0,,brazil,154.0,68.0,59.0,36.0,,,,,G大阪・QAT,柏,柏・神戸,2,1,1,19,28,26,13,11,9,1588,2349,2157
373,神戸,13.0,小川　慶治朗,221.0,FW,1992-07-14,170,67,3100,6.0,1.0,,100.0,20.0,39.0,16.0,,,,,神戸,神戸,神戸,2,1,1,39,26,19,16,5,4,3231,2057,1374
374,神戸,14.0,藤田　直之,2299.0,MF,1987-06-22,175,72,4100,1.0,,,127.0,9.0,55.0,4.0,,,1.0,0.0,鳥栖,鳥栖,鳥栖,1,1,1,33,31,31,6,2,1,2596,2838,2596
375,神戸,15.0,小林　成豪,896.0,MF,1994-01-08,176,68,480,1.0,1.0,,0.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,0,-,-,0,-,-,0
376,神戸,17.0,田中　英雄,967.0,MF,1983-03-01,172,65,1600,12.0,,,178.0,9.0,81.0,8.0,,,,,神戸,神戸・京都,神戸,2,2,1,32,16,14,1,0,1,2244,1033,650
377,神戸,18.0,キム　スンギュ,3060.0,GK,1990-09-30,187,84,4400,1.0,,korea,,,,,,,18.0,0.0,KOR,KOR,KOR,9,9,9,32,29,32,0,0,0,-,-,-
378,神戸,19.0,渡邉　千真,2938.0,FW,1986-08-10,182,79,3900,2.0,,,202.0,64.0,,,,,1.0,0.0,FC東京,FC東京,神戸,1,1,1,33,26,28,17,3,10,2602,1340,2237
379,神戸,20.0,増山　朝陽,193.0,MF,1997-01-29,173,72,480,2.0,,,9.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,9,-,-,0,-,-,184
382,神戸,23.0,松下　佳貴,455.0,MF,1994-03-03,174,67,480,1.0,,,1.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,1,-,-,0,-,-,8
383,神戸,24.0,三原　雅俊,2149.0,MF,1988-08-02,175,69,1800,9.0,,,73.0,2.0,38.0,0.0,,,,,神戸,長崎,神戸,2,2,1,1,35,20,0,0,1,26,3094,1610
384,神戸,25.0,東　隼也,113.0,DF,1997-11-13,176,72,380,1.0,1.0,,0.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,0,-,-,0,-,-,0
385,神戸,26.0,山口　真司,0.0,DF,1996-04-26,172,64,380,2.0,1.0,,1.0,0.0,,,,,,,-,神戸,神戸,-,1,1,-,0,1,-,0,0,-,0,0
386,神戸,27.0,松村　亮,138.0,FW,1994-06-15,168,64,550,3.0,1.0,,18.0,1.0,32.0,1.0,,,,,神戸,神戸,栃木,2,1,2,9,17,23,1,1,0,0,0,348
387,神戸,29.0,田代　容輔,0.0,FW,1995-06-27,172,65,380,3.0,,,6.0,0.0,,,1.0,0.0,,,-,神戸,神戸,-,1,1,-,0,6,-,0,0,-,0,95
388,神戸,30.0,徳重　健太,0.0,GK,1984-03-09,187,87,1500,12.0,,,109.0,0.0,27.0,0.0,,,,,神戸,神戸,神戸,2,1,1,24,7,5,0,0,0,2160,630,450
389,神戸,31.0,中坂　勇哉,379.0,MF,1997-08-05,171,68,380,1.0,1.0,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
390,神戸,32.0,前田　凌佑,399.0,MF,1994-04-27,173,68,400,4.0,1.0,,9.0,0.0,0.0,0.0,14.0,2.0,,,神戸,神戸,神戸,2,1,1,0,0,9,0,0,0,0,0,348
391,神戸,33.0,村松　大輔,300.0,DF,1989-12-16,176,71,630,1.0,,,136.0,7.0,50.0,0.0,,,,,清水,清水・徳島,清水,1,1,1,33,22,3,4,0,1,2942,1644,213
392,神戸,34.0,藤谷　壮,0.0,DF,1997-10-28,178,67,380,1.0,1.0,,5.0,0.0,,,,,,,-,-,神戸,-,-,1,-,-,5,-,-,0,-,-,152
400,仙台,1.0,六反　勇治,1163.0,GK,1987-04-10,188,80,1800,2.0,,,51.0,0.0,23.0,0.0,,,0.0,0.0,横浜FM,横浜FM,仙台,1,1,1,2,0,32,0,0,0,105,0,2880
401,仙台,3.0,渡部　博文,2970.0,DF,1987-07-07,186,77,1500,2.0,,,70.0,5.0,35.0,3.0,,,,,柏,柏,仙台,1,1,1,12,23,30,1,1,3,1056,1939,2655
402,仙台,4.0,蜂須賀　孝治,475.0,DF,1990-07-20,180,76,800,4.0,,,44.0,0.0,,,,,,,仙台,仙台,仙台,1,1,1,20,2,21,0,0,0,1332,111,1003
